mjd_utc	longitude_deg	radius_au
61005.749199271	-206.169751496	1.703797554
61005.790865938	-206.213605009	1.704712143
61005.832532604	-206.257411374	1.705627559
61005.874199271	-206.301170626	1.706543801
61005.915865938	-206.344882798	1.707460868
61005.957532604	-206.388547925	1.708378758
61005.999199271	-206.432166041	1.709297470
61006.040865938	-206.475737180	1.710217003
61006.082532604	-206.519261377	1.711137354
61006.124199271	-206.562738667	1.712058523
61006.165865938	-206.606169083	1.712980508
61006.207532604	-206.649552661	1.713903308
61006.249199271	-206.692889436	1.714826921
61006.290865938	-206.736179443	1.715751346
61006.332532604	-206.779422717	1.716676582
61006.374199271	-206.822619293	1.717602627
61006.415865938	-206.865769206	1.718529480
61006.457532604	-206.908872492	1.719457139
61006.499199271	-206.951929187	1.720385603
61006.540865938	-206.994939326	1.721314870
61006.582532604	-207.037902944	1.722244939
61006.624199271	-207.080820078	1.723175810
61006.665865938	-207.123690764	1.724107479
61006.707532604	-207.166515037	1.725039947
61006.749199271	-207.209292934	1.725973211
61006.790865938	-207.252024491	1.726907271
61006.832532604	-207.294709744	1.727842124
61006.874199271	-207.337348730	1.728777770
61006.915865938	-207.379941484	1.729714206
61006.957532604	-207.422488045	1.730651433
61006.999199271	-207.464988448	1.731589448
61007.040865938	-207.507442730	1.732528249
61007.082532604	-207.549850929	1.733467836
61007.124199271	-207.592213080	1.734408208
61007.165865938	-207.634529222	1.735349362
61007.207532604	-207.676799391	1.736291298
61007.249199271	-207.719023624	1.737234014
61007.290865938	-207.761201959	1.738177508
61007.332532604	-207.803334433	1.739121780
61007.374199271	-207.845421084	1.740066828
61007.415865937	-207.887461949	1.741012651
61007.457532604	-207.929457067	1.741959246
61007.499199270	-207.971406473	1.742906614
61007.540865937	-208.013310208	1.743854753
61007.582532603	-208.055168307	1.744803660
61007.624199270	-208.096980810	1.745753336
61007.665865937	-208.138747755	1.746703778
61007.707532603	-208.180469179	1.747654986
61007.749199270	-208.222145121	1.748606957
61007.790865937	-208.263775619	1.749559691
61007.832532603	-208.305360712	1.750513186
61007.874199270	-208.346900437	1.751467441
61007.915865937	-208.388394834	1.752422454
61007.957532603	-208.429843942	1.753378225
61007.999199270	-208.471247798	1.754334752
61008.040865937	-208.512606441	1.755292033
61008.082532603	-208.553919911	1.756250067
61008.124199270	-208.595188247	1.757208853
61008.165865937	-208.636411486	1.758168390
61008.207532603	-208.677589669	1.759128676
61008.249199270	-208.718722835	1.760089710
61008.290865937	-208.759811022	1.761051491
61008.332532603	-208.800854270	1.762014017
61008.374199270	-208.841852619	1.762977287
61008.415865937	-208.882806107	1.763941300
61008.457532603	-208.923714774	1.764906054
61008.499199270	-208.964578660	1.765871548
61008.540865937	-209.005397805	1.766837782
61008.582532603	-209.046172247	1.767804752
61008.624199270	-209.086902027	1.768772459
61008.665865937	-209.127587185	1.769740900
61008.707532603	-209.168227760	1.770710076
61008.749199270	-209.208823792	1.771679983
